Frame,Video Time,Thumb,Index Finger,Middle Finger,Ring Finger,Pinky Finger,Angle
44,00:01,"(876, 331)","(887, 207)","(904, 223)","(932, 325)","(889, 380)",
45,00:01,"(864, 342)","(869, 233)","(873, 234)","(892, 304)","(863, 363)",
46,00:01,"(857, 403)","(864, 294)","(866, 288)","(873, 328)","(860, 396)",
48,00:02,"(849, 678)","(883, 691)","(878, 694)","(868, 695)","(852, 692)",
57,00:02,"(668, 603)","(664, 622)","(596, 608)","(561, 597)","(546, 588)",
58,00:02,"(647, 562)","(591, 553)","(554, 539)","(527, 536)","(507, 535)",
59,00:02,"(895, 592)","(936, 553)","(934, 576)","(911, 630)","(909, 648)",
60,00:02,"(543, 412)","(528, 423)","(520, 457)","(469, 433)","(427, 430)",
61,00:02,"(556, 399)","(521, 417)","(523, 433)","(487, 429)","(445, 434)",
62,00:02,"(545, 391)","(483, 383)","(499, 416)","(452, 419)","(418, 439)",
63,00:02,"(511, 371)","(450, 401)","(446, 428)","(443, 447)","(426, 475)",
64,00:02,"(481, 366)","(444, 427)","(437, 441)","(435, 457)","(412, 486)",
65,00:02,"(465, 384)","(429, 440)","(399, 461)","(384, 487)","(372, 527)",
66,00:02,"(460, 402)","(442, 436)","(433, 450)","(423, 462)","(403, 485)",
74,00:03,"(466, 467)","(450, 465)","(471, 523)","(486, 540)","(512, 532)",
75,00:03,"(437, 492)","(437, 511)","(464, 549)","(477, 565)","(494, 566)",
76,00:03,"(432, 532)","(446, 558)","(464, 584)","(474, 596)","(489, 593)",
77,00:03,"(437, 562)","(437, 599)","(449, 616)","(465, 611)","(478, 600)",
78,00:03,"(413, 571)","(420, 597)","(433, 608)","(449, 619)","(473, 624)",
79,00:03,"(414, 543)","(426, 549)","(447, 581)","(463, 603)","(472, 617)",
80,00:03,"(433, 537)","(431, 531)","(446, 565)","(466, 593)","(472, 624)",
81,00:03,"(457, 601)","(459, 563)","(468, 586)","(477, 618)","(484, 632)",
82,00:03,"(527, 616)","(490, 596)","(492, 660)","(514, 668)","(516, 664)",
83,00:03,"(492, 564)","(483, 618)","(511, 663)","(532, 672)","(564, 665)",
84,00:03,"(503, 572)","(494, 580)","(517, 627)","(538, 629)","(567, 621)",
85,00:03,"(511, 607)","(510, 571)","(532, 596)","(551, 590)","(570, 584)",
86,00:03,"(539, 572)","(550, 591)","(535, 601)","(525, 583)","(518, 558)",
87,00:03,"(508, 557)","(534, 568)","(549, 560)","(562, 543)","(585, 473)",
94,00:03,"(578, 414)","(578, 374)","(586, 367)","(600, 356)","(618, 342)",
95,00:03,"(523, 491)","(517, 496)","(508, 523)","(488, 514)","(467, 500)",
96,00:04,"(504, 481)","(507, 491)","(505, 527)","(492, 521)","(484, 511)",
97,00:04,"(472, 520)","(468, 526)","(486, 536)","(503, 532)","(516, 514)",
98,00:04,"(433, 510)","(438, 506)","(457, 519)","(488, 524)","(514, 513)",
99,00:04,"(433, 492)","(436, 489)","(449, 503)","(477, 507)","(505, 498)",
100,00:04,"(415, 417)","(435, 486)","(450, 497)","(476, 502)","(499, 494)",
101,00:04,"(420, 412)","(432, 480)","(449, 489)","(477, 495)","(498, 489)",
102,00:04,"(595, 376)","(597, 368)","(606, 370)","(618, 360)","(635, 345)",
110,00:04,"(400, 338)","(414, 316)","(454, 372)","(486, 390)","(504, 377)",
111,00:04,"(405, 343)","(416, 312)","(448, 362)","(485, 381)","(504, 375)",
112,00:04,"(401, 341)","(419, 317)","(450, 364)","(486, 385)","(502, 380)",
113,00:04,"(396, 345)","(418, 320)","(448, 370)","(482, 390)","(501, 386)",
114,00:04,"(393, 348)","(419, 331)","(446, 377)","(481, 398)","(499, 393)",
115,00:04,"(396, 348)","(407, 337)","(435, 386)","(472, 405)","(491, 403)",
116,00:04,"(392, 348)","(407, 337)","(437, 385)","(476, 404)","(493, 398)",
117,00:04,"(388, 345)","(408, 342)","(438, 382)","(474, 404)","(492, 395)",
118,00:04,"(390, 348)","(408, 342)","(437, 383)","(477, 405)","(492, 397)",
119,00:04,"(389, 340)","(403, 353)","(428, 387)","(467, 409)","(487, 401)",
120,00:05,"(391, 334)","(405, 362)","(426, 390)","(463, 411)","(484, 401)",
121,00:05,"(388, 354)","(400, 355)","(423, 394)","(460, 416)","(481, 409)",
122,00:05,"(390, 354)","(399, 353)","(421, 394)","(458, 415)","(479, 409)",
123,00:05,"(390, 348)","(396, 366)","(414, 397)","(452, 420)","(474, 416)",
124,00:05,"(391, 349)","(393, 376)","(407, 401)","(448, 428)","(472, 421)",
125,00:05,"(392, 360)","(389, 378)","(404, 404)","(446, 430)","(470, 425)",
126,00:05,"(391, 356)","(387, 381)","(404, 409)","(446, 434)","(469, 427)",
127,00:05,"(394, 350)","(388, 383)","(403, 413)","(445, 439)","(469, 435)",
128,00:05,"(394, 341)","(388, 389)","(403, 417)","(446, 442)","(472, 436)",
129,00:05,"(396, 347)","(393, 392)","(408, 420)","(448, 443)","(473, 436)",
130,00:05,"(393, 383)","(395, 395)","(410, 421)","(449, 445)","(476, 438)",
131,00:05,"(393, 397)","(402, 386)","(421, 425)","(455, 443)","(480, 440)",
132,00:05,"(511, 391)","(466, 426)","(441, 443)","(428, 424)","(400, 379)",
133,00:05,"(396, 374)","(416, 375)","(435, 413)","(467, 432)","(492, 430)",
134,00:05,"(398, 367)","(420, 369)","(442, 410)","(473, 427)","(498, 421)",
135,00:05,"(410, 345)","(431, 336)","(458, 390)","(488, 404)","(508, 399)",
136,00:05,"(416, 330)","(438, 310)","(466, 374)","(494, 390)","(514, 384)",
137,00:05,"(424, 321)","(446, 293)","(476, 361)","(503, 375)","(522, 369)",
138,00:05,"(432, 307)","(454, 291)","(483, 346)","(509, 361)","(528, 356)",
139,00:05,"(443, 282)","(470, 267)","(500, 314)","(526, 336)","(544, 328)",
140,00:05,"(451, 274)","(467, 253)","(500, 315)","(529, 333)","(547, 318)",
141,00:05,"(457, 265)","(465, 244)","(501, 305)","(530, 320)","(551, 305)",
142,00:05,"(459, 259)","(469, 233)","(503, 295)","(532, 310)","(552, 294)",
143,00:05,"(435, 256)","(463, 236)","(503, 291)","(529, 304)","(548, 291)",
144,00:06,"(420, 257)","(457, 245)","(495, 293)","(522, 308)","(541, 295)",
145,00:06,"(428, 252)","(455, 240)","(493, 293)","(520, 307)","(538, 290)",
146,00:06,"(428, 247)","(450, 233)","(491, 287)","(519, 301)","(537, 286)",
147,00:06,"(425, 244)","(447, 227)","(486, 281)","(514, 296)","(532, 279)",
148,00:06,"(422, 238)","(447, 224)","(485, 277)","(513, 291)","(531, 279)",
149,00:06,"(423, 239)","(452, 224)","(488, 275)","(517, 289)","(534, 275)",
150,00:06,"(422, 245)","(458, 220)","(493, 270)","(520, 288)","(537, 275)",
151,00:06,"(429, 221)","(467, 208)","(501, 253)","(527, 275)","(544, 260)",
152,00:06,"(441, 216)","(474, 200)","(508, 249)","(533, 265)","(552, 248)",
153,00:06,"(437, 207)","(475, 198)","(507, 243)","(532, 257)","(553, 241)",
154,00:06,"(433, 203)","(471, 197)","(505, 240)","(528, 252)","(550, 238)",
155,00:06,"(428, 184)","(477, 195)","(513, 235)","(534, 246)","(553, 231)",
156,00:06,"(456, 198)","(477, 189)","(511, 232)","(536, 247)","(558, 234)",
157,00:06,"(444, 194)","(480, 192)","(516, 232)","(538, 245)","(559, 234)",
158,00:06,"(442, 203)","(483, 196)","(518, 237)","(542, 250)","(562, 237)",
159,00:06,"(452, 217)","(476, 215)","(511, 258)","(535, 270)","(552, 260)",
160,00:06,"(454, 227)","(473, 217)","(507, 265)","(533, 279)","(551, 268)",
161,00:06,"(459, 229)","(476, 218)","(507, 268)","(531, 286)","(548, 279)",
162,00:06,"(578, 237)","(548, 266)","(524, 273)","(504, 258)","(477, 228)",
163,00:06,"(473, 236)","(490, 220)","(523, 273)","(547, 291)","(564, 281)",
164,00:06,"(472, 240)","(490, 229)","(523, 278)","(546, 293)","(564, 285)",
165,00:06,"(466, 254)","(488, 236)","(519, 283)","(546, 299)","(563, 291)",
166,00:06,"(464, 254)","(481, 243)","(516, 291)","(541, 307)","(558, 297)",
167,00:06,"(456, 264)","(470, 261)","(499, 313)","(530, 333)","(551, 323)",
168,00:07,"(466, 254)","(469, 264)","(483, 303)","(512, 335)","(535, 340)",
169,00:07,"(471, 258)","(478, 208)","(481, 255)","(501, 323)","(520, 340)",
170,00:07,"(476, 257)","(514, 162)","(503, 211)","(509, 268)","(516, 303)",
171,00:07,"(489, 289)","(554, 198)","(556, 183)","(553, 203)","(548, 255)",
172,00:07,"(483, 311)","(556, 203)","(562, 191)","(566, 209)","(575, 234)",
173,00:07,"(480, 328)","(538, 204)","(548, 194)","(571, 216)","(581, 257)",
174,00:07,"(575, 292)","(555, 230)","(546, 204)","(551, 206)","(556, 236)",
175,00:07,"(548, 267)","(542, 216)","(543, 223)","(543, 238)","(546, 284)",
176,00:07,"(542, 241)","(540, 219)","(535, 229)","(531, 249)","(525, 303)",
177,00:07,"(538, 252)","(528, 230)","(522, 243)","(522, 268)","(519, 314)",
178,00:07,"(557, 326)","(518, 273)","(511, 259)","(513, 256)","(541, 268)",
179,00:07,"(499, 328)","(507, 295)","(501, 313)","(491, 368)","(508, 399)",
180,00:07,"(499, 351)","(482, 331)","(470, 350)","(465, 388)","(474, 412)",
181,00:07,"(519, 358)","(483, 337)","(463, 354)","(458, 388)","(462, 410)",
182,00:07,"(576, 355)","(515, 347)","(481, 368)","(474, 394)","(480, 418)",
183,00:07,"(580, 370)","(529, 356)","(498, 387)","(489, 406)","(484, 419)",
184,00:07,"(566, 377)","(519, 358)","(495, 385)","(487, 402)","(485, 416)",
185,00:07,"(553, 378)","(508, 367)","(490, 391)","(484, 407)","(482, 421)",
186,00:07,"(542, 387)","(520, 379)","(513, 413)","(508, 437)","(507, 464)",
187,00:07,"(541, 389)","(526, 403)","(516, 433)","(505, 457)","(497, 482)",
188,00:07,"(532, 400)","(516, 415)","(511, 449)","(501, 474)","(490, 500)",
189,00:07,"(522, 421)","(510, 427)","(501, 459)","(491, 491)","(482, 517)",
190,00:07,"(517, 438)","(497, 441)","(481, 469)","(476, 507)","(474, 535)",
191,00:07,"(523, 400)","(475, 440)","(439, 470)","(432, 505)","(442, 550)",
192,00:08,"(523, 412)","(480, 428)","(438, 468)","(432, 499)","(445, 546)",
193,00:08,"(505, 447)","(478, 407)","(441, 462)","(440, 501)","(451, 549)",
194,00:08,"(526, 434)","(482, 418)","(431, 477)","(434, 516)","(442, 563)",
195,00:08,"(520, 467)","(491, 500)","(467, 555)","(465, 586)","(477, 625)",
196,00:08,"(520, 501)","(521, 541)","(506, 571)","(515, 603)","(530, 627)",
197,00:08,"(549, 528)","(562, 514)","(552, 559)","(567, 605)","(576, 633)",
198,00:08,"(579, 530)","(582, 532)","(581, 582)","(593, 615)","(617, 646)",
199,00:08,"(692, 560)","(666, 551)","(677, 596)","(691, 621)","(732, 641)",
200,00:08,"(714, 553)","(724, 550)","(735, 595)","(757, 622)","(786, 645)",
201,00:08,"(785, 551)","(783, 546)","(792, 589)","(811, 619)","(842, 640)",
202,00:08,"(832, 538)","(833, 542)","(842, 579)","(858, 605)","(884, 626)",
203,00:08,"(904, 535)","(908, 505)","(905, 547)","(912, 574)","(931, 590)",
204,00:08,"(908, 495)","(911, 473)","(910, 512)","(915, 532)","(925, 554)",
205,00:08,"(896, 466)","(897, 439)","(898, 474)","(904, 504)","(919, 528)",
206,00:08,"(870, 437)","(875, 409)","(882, 462)","(894, 488)","(910, 511)",
207,00:08,"(820, 419)","(832, 372)","(843, 424)","(863, 455)","(881, 474)",
208,00:08,"(805, 419)","(815, 370)","(827, 417)","(849, 447)","(866, 462)",
209,00:08,"(796, 416)","(798, 371)","(811, 409)","(839, 436)","(857, 451)",
210,00:08,"(793, 409)","(787, 381)","(806, 408)","(832, 427)","(849, 444)",
211,00:08,"(793, 408)","(790, 389)","(807, 404)","(830, 415)","(852, 432)",
212,00:08,"(791, 404)","(790, 386)","(805, 400)","(828, 411)","(850, 426)",
213,00:08,"(790, 402)","(794, 389)","(807, 401)","(827, 412)","(846, 424)",
214,00:08,"(796, 396)","(802, 400)","(812, 410)","(830, 419)","(849, 425)",
215,00:08,"(794, 399)","(799, 400)","(811, 410)","(831, 419)","(849, 426)",
216,00:09,"(804, 405)","(803, 400)","(811, 408)","(829, 418)","(847, 429)",
217,00:09,"(815, 404)","(810, 395)","(820, 403)","(837, 415)","(853, 428)",
218,00:09,"(815, 397)","(819, 392)","(832, 400)","(849, 415)","(865, 429)",
219,00:09,"(835, 418)","(828, 395)","(856, 416)","(885, 431)","(907, 456)",
220,00:09,"(856, 439)","(858, 415)","(871, 424)","(891, 444)","(914, 465)",
221,00:09,"(882, 466)","(883, 437)","(895, 442)","(908, 477)","(926, 496)",
279,00:11,"(1072, 578)","(1023, 590)","(961, 589)","(968, 589)","(962, 549)",
280,00:11,"(1065, 623)","(1060, 552)","(987, 584)","(982, 558)","(960, 531)",
281,00:11,"(1058, 593)","(1058, 543)","(988, 573)","(988, 560)","(972, 540)",
282,00:11,"(984, 572)","(1061, 535)","(1005, 555)","(995, 590)","(997, 605)",
286,00:11,"(971, 650)","(996, 598)","(973, 578)","(963, 570)","(947, 566)",
288,00:12,"(974, 673)","(979, 643)","(975, 641)","(963, 623)","(937, 594)",
294,00:12,"(935, 635)","(952, 616)","(969, 630)","(977, 654)","(982, 679)",
296,00:12,"(976, 656)","(951, 617)","(966, 626)","(978, 644)","(986, 661)",
297,00:12,"(961, 637)","(964, 650)","(964, 639)","(953, 625)","(934, 629)",
298,00:12,"(978, 657)","(959, 625)","(966, 643)","(973, 653)","(982, 669)",
299,00:12,"(945, 632)","(970, 648)","(964, 649)","(947, 648)","(940, 647)",
307,00:12,"(606, 311)","(639, 308)","(641, 323)","(644, 340)","(651, 344)",
308,00:12,"(603, 299)","(645, 316)","(645, 339)","(648, 360)","(655, 369)",
309,00:12,"(624, 297)","(651, 313)","(645, 342)","(644, 365)","(648, 382)",
310,00:12,"(620, 297)","(654, 312)","(647, 342)","(648, 367)","(653, 372)",
311,00:12,"(621, 296)","(646, 322)","(638, 347)","(642, 369)","(650, 369)",
312,00:13,"(618, 289)","(638, 320)","(627, 340)","(628, 364)","(641, 374)",
313,00:13,"(632, 305)","(639, 322)","(631, 342)","(631, 365)","(643, 371)",
314,00:13,"(618, 300)","(635, 321)","(625, 341)","(625, 361)","(643, 365)",
315,00:13,"(997, 641)","(1013, 612)","(1005, 636)","(1003, 650)","(1011, 661)",
316,00:13,"(1006, 643)","(1020, 591)","(1009, 634)","(996, 646)","(988, 642)",
317,00:13,"(990, 631)","(1020, 591)","(1016, 614)","(998, 642)","(989, 641)",
318,00:13,"(1004, 622)","(1032, 574)","(1025, 573)","(1007, 631)","(992, 637)",
319,00:13,"(1025, 649)","(1022, 554)","(1023, 577)","(1005, 649)","(979, 640)",
320,00:13,"(1033, 655)","(1020, 572)","(1015, 656)","(994, 651)","(959, 636)",
321,00:13,"(1025, 658)","(1019, 638)","(1015, 665)","(993, 659)","(960, 643)",
322,00:13,"(1014, 670)","(1013, 594)","(1005, 666)","(992, 666)","(959, 650)",
323,00:13,"(636, 312)","(627, 323)","(632, 344)","(634, 362)","(641, 370)",
324,00:13,"(633, 308)","(628, 329)","(632, 349)","(631, 369)","(638, 376)",
325,00:13,"(918, 670)","(948, 687)","(959, 694)","(956, 692)","(951, 689)",
349,00:14,"(583, 273)","(613, 266)","(619, 271)","(626, 285)","(630, 301)",
350,00:14,"(585, 264)","(627, 265)","(634, 276)","(639, 287)","(639, 298)",
351,00:14,"(590, 261)","(632, 269)","(639, 278)","(645, 287)","(649, 295)",
352,00:14,"(581, 255)","(629, 264)","(638, 273)","(643, 284)","(640, 296)",
353,00:14,"(589, 254)","(633, 257)","(638, 260)","(640, 273)","(634, 289)",
354,00:14,"(583, 258)","(631, 247)","(636, 249)","(638, 262)","(630, 286)",
357,00:14,"(944, 474)","(906, 483)","(881, 506)","(896, 526)","(922, 562)",
358,00:14,"(937, 446)","(873, 460)","(868, 472)","(878, 489)","(905, 515)",
363,00:15,"(927, 434)","(907, 444)","(895, 462)","(897, 481)","(902, 501)",
364,00:15,"(908, 475)","(903, 464)","(897, 472)","(907, 483)","(902, 484)",
365,00:15,"(935, 504)","(908, 490)","(910, 490)","(921, 502)","(931, 507)",
367,00:15,"(954, 483)","(938, 491)","(931, 529)","(945, 566)","(978, 606)",
372,00:15,"(945, 563)","(908, 526)","(896, 505)","(885, 483)","(886, 446)",
376,00:15,"(854, 372)","(858, 364)","(851, 402)","(871, 437)","(883, 497)",
377,00:15,"(834, 359)","(850, 343)","(841, 371)","(859, 403)","(866, 459)",
378,00:15,"(819, 336)","(838, 315)","(824, 343)","(841, 370)","(846, 422)",
379,00:15,"(807, 300)","(809, 281)","(808, 294)","(818, 316)","(825, 361)",
380,00:15,"(784, 278)","(796, 263)","(796, 274)","(807, 293)","(817, 336)",
381,00:15,"(774, 262)","(778, 247)","(785, 254)","(799, 272)","(813, 316)",
382,00:15,"(768, 249)","(769, 237)","(769, 242)","(785, 255)","(802, 296)",
383,00:15,"(777, 247)","(751, 227)","(747, 232)","(759, 239)","(782, 270)",
384,00:16,"(773, 267)","(743, 244)","(737, 238)","(737, 235)","(743, 236)",
385,00:16,"(766, 273)","(737, 245)","(732, 241)","(736, 241)","(743, 245)",
386,00:16,"(761, 283)","(733, 253)","(730, 250)","(733, 251)","(741, 254)",
387,00:16,"(758, 290)","(731, 260)","(728, 257)","(730, 259)","(738, 262)",
388,00:16,"(756, 292)","(728, 266)","(725, 262)","(728, 264)","(736, 267)",
389,00:16,"(756, 293)","(728, 269)","(725, 269)","(727, 270)","(735, 273)",
390,00:16,"(760, 290)","(733, 276)","(732, 275)","(735, 278)","(741, 284)",
391,00:16,"(763, 292)","(736, 278)","(735, 278)","(737, 281)","(743, 288)",
392,00:16,"(765, 296)","(740, 281)","(739, 280)","(742, 283)","(752, 291)",
393,00:16,"(767, 300)","(745, 282)","(743, 282)","(745, 285)","(757, 295)",
394,00:16,"(767, 304)","(746, 281)","(745, 281)","(747, 283)","(759, 293)",
395,00:16,"(765, 303)","(746, 281)","(743, 281)","(748, 284)","(764, 300)",
396,00:16,"(764, 307)","(745, 282)","(743, 281)","(749, 284)","(765, 300)",
397,00:16,"(761, 308)","(743, 283)","(741, 283)","(747, 285)","(760, 300)",
398,00:16,"(765, 309)","(743, 286)","(744, 286)","(748, 287)","(759, 296)",
399,00:16,"(767, 310)","(744, 288)","(745, 287)","(749, 287)","(760, 297)",
400,00:16,"(768, 312)","(746, 289)","(745, 288)","(750, 290)","(765, 303)",
401,00:16,"(771, 312)","(750, 290)","(749, 291)","(753, 293)","(769, 307)",
402,00:16,"(775, 315)","(755, 292)","(754, 293)","(757, 295)","(770, 305)",
403,00:16,"(774, 318)","(757, 295)","(757, 295)","(762, 296)","(774, 307)",
404,00:16,"(776, 319)","(758, 296)","(757, 294)","(762, 295)","(772, 305)",
405,00:16,"(775, 318)","(758, 294)","(756, 294)","(764, 300)","(772, 308)",
406,00:16,"(776, 318)","(758, 296)","(761, 300)","(776, 323)","(778, 321)",
407,00:16,"(778, 321)","(761, 298)","(763, 300)","(770, 306)","(777, 314)",
408,00:17,"(778, 322)","(761, 302)","(765, 304)","(770, 312)","(775, 319)",
409,00:17,"(777, 323)","(760, 303)","(763, 305)","(769, 312)","(774, 319)",
410,00:17,"(778, 323)","(760, 304)","(763, 306)","(766, 310)","(770, 315)",
411,00:17,"(781, 322)","(762, 301)","(763, 302)","(772, 312)","(776, 318)",
412,00:17,"(787, 321)","(765, 301)","(766, 300)","(773, 305)","(777, 311)",
413,00:17,"(790, 320)","(768, 300)","(770, 298)","(774, 303)","(778, 308)",
414,00:17,"(793, 319)","(769, 298)","(769, 296)","(775, 302)","(780, 308)",
415,00:17,"(788, 318)","(765, 296)","(766, 294)","(769, 297)","(773, 304)",
416,00:17,"(780, 315)","(759, 294)","(759, 292)","(762, 293)","(767, 300)",
417,00:17,"(773, 313)","(754, 292)","(755, 291)","(761, 298)","(765, 303)",
418,00:17,"(766, 314)","(748, 293)","(747, 294)","(754, 304)","(761, 307)",
419,00:17,"(766, 319)","(748, 295)","(749, 299)","(761, 320)","(764, 318)",
420,00:17,"(766, 322)","(749, 297)","(745, 298)","(757, 319)","(760, 317)",
421,00:17,"(766, 326)","(747, 301)","(744, 301)","(754, 318)","(758, 317)",
422,00:17,"(764, 328)","(744, 307)","(745, 308)","(760, 332)","(764, 331)",
423,00:17,"(763, 331)","(743, 308)","(742, 309)","(756, 328)","(761, 328)",
424,00:17,"(763, 332)","(742, 307)","(742, 308)","(755, 326)","(761, 327)",
425,00:17,"(765, 330)","(742, 307)","(741, 304)","(747, 308)","(755, 313)",
426,00:17,"(766, 325)","(743, 302)","(740, 299)","(749, 309)","(757, 312)",
427,00:17,"(762, 326)","(740, 301)","(738, 302)","(747, 310)","(755, 314)",
428,00:17,"(758, 326)","(736, 303)","(736, 306)","(752, 327)","(758, 327)",
429,00:17,"(756, 326)","(734, 302)","(732, 304)","(750, 329)","(755, 327)",
430,00:17,"(753, 321)","(732, 300)","(731, 303)","(746, 321)","(752, 322)",
431,00:17,"(755, 319)","(733, 297)","(733, 301)","(747, 321)","(751, 319)",
432,00:18,"(756, 317)","(733, 296)","(734, 300)","(759, 333)","(761, 328)",
433,00:18,"(756, 315)","(734, 296)","(735, 298)","(752, 320)","(755, 319)",
434,00:18,"(756, 317)","(735, 295)","(735, 297)","(749, 319)","(753, 318)",
435,00:18,"(757, 323)","(735, 299)","(733, 300)","(737, 302)","(743, 306)",
436,00:18,"(758, 325)","(736, 301)","(735, 302)","(744, 312)","(749, 317)",
437,00:18,"(758, 329)","(738, 305)","(734, 304)","(738, 307)","(744, 313)",
438,00:18,"(758, 334)","(740, 310)","(739, 316)","(756, 343)","(757, 338)",
439,00:18,"(758, 337)","(737, 313)","(741, 319)","(754, 339)","(755, 336)",
440,00:18,"(758, 337)","(736, 314)","(740, 321)","(758, 347)","(760, 345)",
441,00:18,"(757, 338)","(737, 315)","(741, 322)","(761, 352)","(762, 348)",
442,00:18,"(755, 339)","(735, 315)","(731, 319)","(759, 358)","(762, 354)",
443,00:18,"(753, 342)","(735, 316)","(730, 318)","(755, 356)","(759, 351)",
444,00:18,"(752, 342)","(733, 317)","(730, 319)","(753, 354)","(757, 349)",
445,00:18,"(752, 342)","(733, 315)","(730, 321)","(756, 353)","(759, 348)",
446,00:18,"(753, 344)","(732, 317)","(731, 321)","(755, 355)","(758, 349)",
447,00:18,"(754, 344)","(733, 317)","(732, 322)","(751, 349)","(754, 345)",
448,00:18,"(753, 344)","(734, 317)","(729, 321)","(753, 355)","(756, 349)",
449,00:18,"(753, 345)","(733, 318)","(730, 321)","(752, 356)","(755, 349)",
450,00:18,"(754, 347)","(733, 320)","(731, 325)","(754, 354)","(757, 350)",
451,00:18,"(754, 347)","(734, 321)","(733, 324)","(755, 355)","(758, 350)",
452,00:18,"(754, 345)","(734, 321)","(731, 324)","(755, 359)","(758, 352)",
453,00:18,"(753, 343)","(733, 320)","(729, 323)","(757, 359)","(760, 353)",
454,00:18,"(747, 341)","(729, 319)","(729, 322)","(755, 359)","(759, 353)",
455,00:18,"(745, 340)","(728, 319)","(731, 323)","(753, 355)","(757, 351)",
456,00:19,"(745, 338)","(727, 318)","(731, 323)","(754, 352)","(758, 349)",
457,00:19,"(741, 334)","(726, 317)","(728, 320)","(752, 350)","(756, 347)",
458,00:19,"(734, 335)","(722, 317)","(734, 331)","(745, 343)","(748, 342)",
459,00:19,"(734, 333)","(723, 316)","(736, 333)","(751, 350)","(753, 347)",
460,00:19,"(739, 331)","(727, 312)","(747, 341)","(757, 347)","(760, 346)",
461,00:19,"(740, 329)","(731, 311)","(748, 338)","(758, 345)","(760, 340)",
462,00:19,"(738, 324)","(728, 310)","(737, 319)","(747, 330)","(750, 330)",
463,00:19,"(735, 320)","(725, 308)","(740, 331)","(751, 338)","(752, 334)",
464,00:19,"(735, 317)","(723, 305)","(735, 317)","(746, 328)","(751, 328)",
465,00:19,"(748, 298)","(742, 298)","(754, 330)","(761, 336)","(761, 332)",
